vehicle classification-image02.png,9,0,0,10
vehicle classification-image02.png,9,0,0,10
vehicle classification-image02.png,9,0,0,10
vehicle classification-image02.png,9,0,0,10
vehicle classification-image02.png,9,0,0,10
vehicle classification-image02.png,9,0,0,10
vehicle classification-image02.png,9,0,0,10
vehicle classification-image02.png,9,0,0,10
vehicle classification-image02.png,9,0,0,10
vehicle classification-image02.png,9,0,0,10
vehicle classification-image02.png,9,0,0,10
vehicle classification-image02.png,9,0,0,10
vehicle classification-image02.png,9,0,0,10
vehicle classification-image02.png,9,0,0,10
vehicle classification-image02.png,9,0,0,10
